motif_archetype	calderon_celltype	analysis_set	n_total	n_high	n_low	n_overlap	n_high_overlap	n_high_not_overlap	n_low_overlap	n_low_not_overlap	firth_status	converged	iterations	coefficient	standard_error	p_value	odds_ratio	ci_lower_95	ci_upper_95	log_likelihood_penalized	warning_text	model_context	analysis_version	pooling_strategy	global_fdr	cell_fdr
MTF1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
MYB_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
MYB_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
MYB_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
MYB_4	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
MYB_5	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
MZF1	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	4.92633574602605		0.0535193369585236	137.87338252236	0.891360898892672	3028.14496848406	-70.6016264272478		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
NFAC_2	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	4.92487822554832		0.0530517078255659	137.672575619635	0.904683811542041	2887.72416782534	-70.6014366984896		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
NFAT_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NFAT_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NFAT_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NFAT_4	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NFI_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NFI_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NFI_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NFKB_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NFKB_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NFKB_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NFY	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR2E3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NRF1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_1	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	4.92633574602605		0.0535193369585236	137.87338252236	0.891360898892672	3028.14496848406	-70.6016264272478		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
NR_10	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_11	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_12	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_13	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_14	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_15	Naive_B	strict_primary	2702	11	2691	1	1	10	0	2691	firth_fit_ok	True	12.0	5.8648491889057		0.0011998787372161	352.429001896247	12.0558209852431	64376.6499733905	-70.6030706371304		Naive_B	existing_single_source	single_source_no_pooling_correction	0.150884751204932	0.0395959983281333
NR_16	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_17	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_18	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_19	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_20	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_3	Naive_B	strict_primary	2702	11	2691	2	0	11	2	2689	firth_fit_ok	True	12.0	4.07100214145176		0.0864174373563021	58.6156743652321	0.400372090505337	880.652100218646	-70.2552240420197		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
NR_4	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_5	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_6	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_7	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	4.176324116265		0.0826298187034658	65.1260170124101	0.43107206181232	1338.99256147601	-70.6015932532194		Naive_B	existing_single_source	single_source_no_pooling_correction	0.253805468428383	0.130503044553828
NR_8	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
NR_9	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
OCT4+SOX2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
OSR2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
OVOL1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
P53-like_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
P53-like_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
P53-like_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
PAX-halfsite	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
PAX_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
PAX_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
PLAG1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
POU_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
POU_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
POU_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
PRDM1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
PRDM14	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
PRDM16	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
PRDM4	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
PRDM5	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
PRDM9	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
PROX1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
RBPJ	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
REL-halfsite	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
REST_NRSF	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
RFX_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
RFX_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
RFX_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
RUNX_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
RUNX_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SCRT1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SIX_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SIX_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SMAD_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SMAD_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SMAD_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SMARCA1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SMARCA5	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SNAI2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SOX_1	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	3.20331370458195		0.151926282558859	24.6139585951469	0.15892816987144	541.559080791663	-70.6025420475247		Naive_B	existing_single_source	single_source_no_pooling_correction	0.288437821772955	0.156673978888823
SOX_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SOX_3	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SOX_4	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SOX_5	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SOX_6	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SOX_7	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SOX_8	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SPDEF_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SPDEF_2	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SPI	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SPZ1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
SREBF1	Naive_B	strict_primary	2702	11	2691	1	0	11	1	2690	firth_fit_ok	True	12.0	4.17771321449029		0.0949154431399969	65.2165463095481	0.34126870677496	2464.02510966511	-70.6047606337051		Naive_B	existing_single_source	single_source_no_pooling_correction	0.256460390795695	0.130508734317496
SRF	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
STAT_1	Naive_B	strict_primary	2702	11	2691	0	0	11	0	2691	skip_motif_no_variation	False										Naive_B	existing_single_source	single_source_no_pooling_correction		
